B,H,S,D,dtype,causal,impl,mean_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms
1,8,64,64,fp16,False,sdpa,0.1322280204296112,0.12165150791406631,0.14465574100613593,0.3716564296185962,0.11283499002456665,0.580049991607666
1,8,128,64,fp16,False,sdpa,0.1320878818631172,0.12064400315284729,0.14885255098342895,0.37147559016942894,0.10438700020313263,0.5788969993591309
1,8,256,64,fp16,False,sdpa,0.1392214810848236,0.1272840052843094,0.15288444384932517,0.39041643366217527,0.11408300697803497,0.6062580049037933
1,8,512,64,fp16,False,sdpa,0.19787085980176924,0.19317399710416794,0.20292920321226118,0.3205231602489944,0.18330100178718567,0.4311489909887314
